Criptomoneda,Fecha,Open,High,Low,Close
ethereum,2023-03-14 19:00:00,1474.403244,1708.300897,1474.403244,1708.300897
ethereum,2023-03-18 19:00:00,1658.070109,1793.298802,1658.070109,1769.425327
ethereum,2023-03-22 19:00:00,1801.367419,1811.411244,1744.44146,1747.640028
ethereum,2023-03-26 19:00:00,1824.956658,1824.956658,1751.219408,1776.86769
ethereum,2023-03-30 19:00:00,1719.170973,1795.536948,1719.170973,1792.908578
ethereum,2023-04-02 19:00:00,1824.020006,1824.020006,1797.736988,1797.736988
ethereum,2023-04-06 19:00:00,1810.466255,1911.33869,1810.466255,1872.246682
ethereum,2023-04-10 19:00:00,1866.657545,1909.882061,1851.050671,1909.882061
ethereum,2023-04-14 19:00:00,1892.938911,2102.946188,1892.938911,2102.946188
ethereum,2023-04-18 19:00:00,2093.166331,2118.598789,2077.535665,2103.278814
ethereum,2023-04-22 19:00:00,1936.425921,1943.435598,1850.149738,1877.541328
ethereum,2023-04-26 19:00:00,1863.639142,1870.565223,1842.630792,1867.589325
ethereum,2023-04-29 19:00:00,1910.456779,1910.456779,1894.428084,1905.273852
ethereum,2023-05-02 19:00:00,1885.391935,1885.391935,1832.725799,1870.828573
ethereum,2023-05-06 19:00:00,1903.728211,1993.612966,1877.401195,1900.410599
ethereum,2023-05-10 19:00:00,1895.230148,1895.230148,1842.865559,1842.865559
ethereum,2023-05-14 19:00:00,1798.071946,1808.695,1797.19947,1799.008659
ethereum,2023-05-18 19:00:00,1820.04476,1823.663018,1802.390955,1802.390955
ethereum,2023-05-22 19:00:00,1812.131704,1818.96953,1804.929067,1818.401464
ethereum,2023-05-26 19:00:00,1854.193118,1854.193118,1800.73601,1828.956537
ethereum,2023-05-30 19:00:00,1830.306651,1913.816249,1830.306651,1901.07831
ethereum,2023-06-02 19:00:00,1874.694885,1907.212322,1861.725387,1907.212322
ethereum,2023-06-06 19:00:00,1892.078176,1893.17828,1813.681655,1883.242585
ethereum,2023-06-10 19:00:00,1832.320403,1846.030002,1754.673228,1754.673228
ethereum,2023-06-14 19:00:00,1751.724597,1751.724597,1650.676668,1650.676668
ethereum,2023-06-18 19:00:00,1664.977462,1726.37281,1664.977462,1719.273162
ethereum,2023-06-22 19:00:00,1734.793103,1892.899572,1734.793103,1874.177947
ethereum,2023-06-26 19:00:00,1891.345008,1899.147312,1859.80242,1859.80242
ethereum,2023-06-29 19:00:00,1890.012904,1890.012904,1828.458336,1853.445246
ethereum,2023-07-02 19:00:00,1934.045714,1934.045714,1924.567241,1933.959881
ethereum,2023-07-06 19:00:00,1953.781128,1953.781128,1855.474784,1855.474784
ethereum,2023-07-10 19:00:00,1869.317187,1875.274273,1864.868592,1875.274273
ethereum,2023-07-14 19:00:00,1875.865872,2003.253616,1873.506815,1935.940241
ethereum,2023-07-18 19:00:00,1931.389384,1931.389384,1897.199113,1897.199113
ethereum,2023-07-22 19:00:00,1889.223806,1891.472403,1858.311196,1858.311196
ethereum,2023-07-26 19:00:00,1887.826981,1887.826981,1850.431151,1871.533106
ethereum,2023-07-30 19:00:00,1858.777021,1880.918077,1858.777021,1861.86991
ethereum,2023-08-02 19:00:00,1857.276196,1869.745109,1838.011952,1838.011952
ethereum,2023-08-06 19:00:00,1835.701303,1835.701303,1826.706779,1826.706779
ethereum,2023-08-10 19:00:00,1826.933486,1856.844145,1826.933486,1850.876989
ethereum,2023-08-14 19:00:00,1847.541835,1848.505239,1839.51281,1843.513391
ethereum,2023-08-18 19:00:00,1826.913128,1826.913128,1660.67911,1660.67911
ethereum,2023-08-22 19:00:00,1669.233455,1682.461825,1635.191294,1635.191294
tether,2023-02-26 19:00:00,0.999823,1.00021,0.999806,0.999806
tether,2023-02-27 19:00:00,1.000582,1.000582,0.998543,1.000016
tether,2023-03-06 19:00:00,1.000749,1.001415,1.000188,1.000361
tether,2023-03-10 19:00:00,1.00085,1.001743,1.000015,1.00097
tether,2023-03-14 19:00:00,1.002925,1.007303,1.002925,1.003882
tether,2023-03-18 19:00:00,1.006584,1.006988,1.0,1.0
tether,2023-03-22 19:00:00,1.00561,1.009594,1.00561,1.007807
tether,2023-03-26 19:00:00,1.004765,1.007604,1.001103,1.001103
tether,2023-03-30 19:00:00,1.002017,1.002017,1.000674,1.000674
tether,2023-04-02 19:00:00,1.00089,1.002022,1.00089,1.002022
tether,2023-04-06 19:00:00,1.000289,1.001189,1.000264,1.000621
tether,2023-04-10 19:00:00,1.001106,1.001359,1.001021,1.001167
tether,2023-04-14 19:00:00,1.001054,1.001766,1.000794,1.001115
tether,2023-04-18 19:00:00,1.0007,1.001583,1.000532,1.000532
tether,2023-04-22 19:00:00,1.001357,1.002001,1.000381,1.002001
tether,2023-04-26 19:00:00,1.001164,1.001474,1.000297,1.000297
tether,2023-04-29 19:00:00,1.001351,1.001351,1.000794,1.000952
tether,2023-05-02 19:00:00,1.001363,1.001363,1.001332,1.001341
tether,2023-05-06 19:00:00,1.000373,1.001741,1.000373,1.001741
tether,2023-05-10 19:00:00,1.001478,1.001478,0.998774,0.999773
tether,2023-05-14 19:00:00,0.999993,1.00106,0.999993,1.000041
tether,2023-05-18 19:00:00,1.001635,1.001635,0.999302,0.999371
tether,2023-05-22 19:00:00,1.000566,1.000566,1.000118,1.00019
tether,2023-05-26 19:00:00,1.000076,1.000669,0.999663,1.000669
tether,2023-05-30 19:00:00,1.000147,1.000454,1.000147,1.000277
tether,2023-06-02 19:00:00,1.000404,1.000404,1.000282,1.000377
tether,2023-06-06 19:00:00,1.000373,1.00246,1.000373,1.000455
tether,2023-06-10 19:00:00,0.999849,1.000543,0.999803,1.000543
tether,2023-06-14 19:00:00,1.000549,1.000549,0.999,0.999058
tether,2023-06-18 19:00:00,0.999088,0.999607,0.998907,0.999607
tether,2023-06-22 19:00:00,1.000119,1.000856,0.999061,1.000856
tether,2023-06-26 19:00:00,1.000699,1.000873,0.9997,1.00025
tether,2023-06-29 19:00:00,0.99982,1.000383,0.999451,1.000383
tether,2023-07-02 19:00:00,0.999596,1.000183,0.999019,0.999019
tether,2023-07-06 19:00:00,0.999796,0.999999,0.999232,0.999999
tether,2023-07-10 19:00:00,1.000122,1.000242,0.999836,1.000096
tether,2023-07-14 19:00:00,1.000126,1.000707,1.000126,1.000707
tether,2023-07-18 19:00:00,1.000653,1.000653,0.999807,1.000481
tether,2023-07-22 19:00:00,1.000293,1.000293,0.999749,0.999749
tether,2023-07-26 19:00:00,0.999898,1.000833,0.999606,1.000833
tether,2023-07-30 19:00:00,0.99974,1.000238,0.99974,1.000238
tether,2023-08-02 19:00:00,0.999867,0.999942,0.999242,0.999242
tether,2023-08-06 19:00:00,0.99868,0.998987,0.99832,0.99832
tether,2023-08-10 19:00:00,0.998873,0.999945,0.998873,0.998899
tether,2023-08-14 19:00:00,0.998938,0.999384,0.998713,0.998713
tether,2023-08-18 19:00:00,0.998893,0.99975,0.996174,0.999381
tether,2023-08-22 19:00:00,1.000243,1.000243,0.999208,1.0002
binancecoin,2023-02-26 19:00:00,301.830028,308.574094,301.830028,308.574094
binancecoin,2023-02-27 19:00:00,304.560201,304.560201,299.820545,299.820545
binancecoin,2023-03-06 19:00:00,290.218136,290.218136,288.021653,288.021653
binancecoin,2023-03-10 19:00:00,289.245101,289.245101,277.032591,277.032591
binancecoin,2023-03-14 19:00:00,275.737205,309.576172,275.737205,309.576172
binancecoin,2023-03-18 19:00:00,307.720139,339.763788,307.720139,333.031729
binancecoin,2023-03-22 19:00:00,337.452149,337.452149,323.601305,323.601305
binancecoin,2023-03-26 19:00:00,331.247889,331.247889,324.07681,329.146515
binancecoin,2023-03-30 19:00:00,311.512061,317.120668,311.512061,317.120668
binancecoin,2023-04-02 19:00:00,317.260115,317.260115,314.111739,314.111739
binancecoin,2023-04-06 19:00:00,308.846088,314.276761,308.846088,312.368648
binancecoin,2023-04-10 19:00:00,310.825809,318.226319,310.661831,318.226319
binancecoin,2023-04-14 19:00:00,322.731167,328.975538,320.285857,328.975538
binancecoin,2023-04-18 19:00:00,333.266296,347.865589,333.266296,343.009012
binancecoin,2023-04-22 19:00:00,322.347166,332.41202,317.775569,332.41202
binancecoin,2023-04-26 19:00:00,330.680014,339.096254,330.437216,330.437216
binancecoin,2023-04-29 19:00:00,331.514836,331.514836,321.773912,321.773912
binancecoin,2023-05-02 19:00:00,337.621521,337.621521,322.205944,322.205944
binancecoin,2023-05-06 19:00:00,326.011821,326.824903,322.697754,322.697754
binancecoin,2023-05-10 19:00:00,322.308903,322.308903,312.129402,314.575174
binancecoin,2023-05-14 19:00:00,307.787999,311.902344,307.787999,311.902344
binancecoin,2023-05-18 19:00:00,313.937586,313.95161,309.500659,309.500659
binancecoin,2023-05-22 19:00:00,308.979284,310.470526,306.561232,309.257749
binancecoin,2023-05-26 19:00:00,313.458618,313.458618,304.688064,307.145363
binancecoin,2023-05-30 19:00:00,307.45404,314.336513,307.45404,311.603735
binancecoin,2023-06-02 19:00:00,307.011328,307.297176,304.981316,307.297176
binancecoin,2023-06-06 19:00:00,306.658361,306.658361,276.940843,281.469969
binancecoin,2023-06-10 19:00:00,259.225298,262.168089,239.265327,239.265327
binancecoin,2023-06-14 19:00:00,235.199263,243.252134,231.066308,237.508183
binancecoin,2023-06-18 19:00:00,236.097058,244.426681,236.097058,244.002668
binancecoin,2023-06-22 19:00:00,242.740726,249.358236,240.918043,240.918043
binancecoin,2023-06-26 19:00:00,244.299725,244.299725,236.170319,236.170319
binancecoin,2023-06-29 19:00:00,237.496341,237.496341,230.49804,233.406202
binancecoin,2023-07-02 19:00:00,240.515441,247.346428,240.515441,245.630907
binancecoin,2023-07-06 19:00:00,246.032298,246.032298,232.496272,232.496272
binancecoin,2023-07-10 19:00:00,235.338893,245.439298,234.140419,245.439298
binancecoin,2023-07-14 19:00:00,248.398356,255.788291,244.268615,247.695854
binancecoin,2023-07-18 19:00:00,251.092986,251.092986,240.27093,240.27093
binancecoin,2023-07-22 19:00:00,241.332773,243.768842,240.537852,240.537852
binancecoin,2023-07-26 19:00:00,242.381424,242.381424,237.730347,239.020092
binancecoin,2023-07-30 19:00:00,240.417367,242.556325,240.417367,242.540332
binancecoin,2023-08-02 19:00:00,241.193557,247.428737,240.379008,240.379008
binancecoin,2023-08-06 19:00:00,241.143787,242.88197,241.143787,242.574998
binancecoin,2023-08-10 19:00:00,241.738425,245.179427,241.231912,241.231912
binancecoin,2023-08-14 19:00:00,239.595822,240.358056,239.595822,240.358056
binancecoin,2023-08-18 19:00:00,236.607285,236.607285,215.972916,215.972916
binancecoin,2023-08-22 19:00:00,217.075522,217.075522,210.588285,210.838317
ripple,2023-02-26 19:00:00,0.379095,0.379095,0.378009,0.378009
ripple,2023-02-27 19:00:00,0.379337,0.384212,0.377828,0.377828
ripple,2023-03-06 19:00:00,0.379773,0.379773,0.368702,0.37095
ripple,2023-03-10 19:00:00,0.380919,0.389546,0.371984,0.371984
ripple,2023-03-14 19:00:00,0.366037,0.374893,0.366037,0.374893
ripple,2023-03-18 19:00:00,0.36204,0.380984,0.36204,0.376413
ripple,2023-03-22 19:00:00,0.389287,0.470749,0.377235,0.425218
ripple,2023-03-26 19:00:00,0.44822,0.450798,0.4268,0.450798
ripple,2023-03-30 19:00:00,0.480489,0.545396,0.480489,0.537231
ripple,2023-04-02 19:00:00,0.538909,0.538909,0.510864,0.520639
ripple,2023-04-06 19:00:00,0.497623,0.506489,0.497623,0.503391
ripple,2023-04-10 19:00:00,0.514189,0.518237,0.505905,0.518237
ripple,2023-04-14 19:00:00,0.517487,0.523743,0.505475,0.523743
ripple,2023-04-18 19:00:00,0.520806,0.531374,0.511424,0.531374
ripple,2023-04-22 19:00:00,0.49094,0.49094,0.449778,0.474017
ripple,2023-04-26 19:00:00,0.465374,0.470112,0.461374,0.461767
ripple,2023-04-29 19:00:00,0.467124,0.480183,0.467124,0.477759
ripple,2023-05-02 19:00:00,0.473067,0.473067,0.465035,0.465035
ripple,2023-05-06 19:00:00,0.463365,0.467826,0.460065,0.460065
ripple,2023-05-10 19:00:00,0.452959,0.452959,0.429675,0.432245
ripple,2023-05-14 19:00:00,0.422956,0.431633,0.422956,0.426351
ripple,2023-05-18 19:00:00,0.428405,0.460764,0.428405,0.460764
ripple,2023-05-22 19:00:00,0.468877,0.469594,0.458641,0.462352
ripple,2023-05-26 19:00:00,0.466039,0.469745,0.454115,0.469745
ripple,2023-05-30 19:00:00,0.472216,0.522319,0.472216,0.522319
ripple,2023-06-02 19:00:00,0.519347,0.525913,0.50846,0.525913
ripple,2023-06-06 19:00:00,0.519972,0.537624,0.512256,0.531714
ripple,2023-06-10 19:00:00,0.520862,0.538716,0.510823,0.510823
ripple,2023-06-14 19:00:00,0.523466,0.527292,0.481985,0.481985
ripple,2023-06-18 19:00:00,0.48187,0.488737,0.47743,0.488737
ripple,2023-06-22 19:00:00,0.493941,0.500997,0.492273,0.495266
ripple,2023-06-26 19:00:00,0.496133,0.496133,0.47915,0.47915
ripple,2023-06-29 19:00:00,0.48437,0.48437,0.464818,0.474588
ripple,2023-07-02 19:00:00,0.473648,0.483826,0.473316,0.483826
ripple,2023-07-06 19:00:00,0.489516,0.489516,0.464409,0.464409
ripple,2023-07-10 19:00:00,0.468364,0.477317,0.468192,0.477317
ripple,2023-07-14 19:00:00,0.475463,0.812509,0.471376,0.719679
ripple,2023-07-18 19:00:00,0.713256,0.781263,0.713256,0.781263
ripple,2023-07-22 19:00:00,0.821237,0.821237,0.731402,0.731402
ripple,2023-07-26 19:00:00,0.737991,0.737991,0.703525,0.715877
ripple,2023-07-30 19:00:00,0.713436,0.713436,0.704911,0.704911
ripple,2023-08-02 19:00:00,0.69903,0.707216,0.68474,0.68474
ripple,2023-08-06 19:00:00,0.66421,0.66421,0.622153,0.622153
ripple,2023-08-10 19:00:00,0.620838,0.643605,0.620838,0.633214
ripple,2023-08-14 19:00:00,0.631618,0.634681,0.625689,0.634681
ripple,2023-08-18 19:00:00,0.60933,0.60933,0.504536,0.505539
ripple,2023-08-22 19:00:00,0.519734,0.539032,0.519734,0.520924
usd-coin,2023-02-26 19:00:00,0.99988,1.000619,0.99988,1.000619
usd-coin,2023-02-27 19:00:00,1.000753,1.000753,0.999085,0.999628
usd-coin,2023-03-06 19:00:00,1.000615,1.001286,1.000418,1.000418
usd-coin,2023-03-10 19:00:00,1.000626,1.001511,0.993484,0.993484
usd-coin,2023-03-14 19:00:00,0.965578,1.00081,0.965578,1.00081
usd-coin,2023-03-18 19:00:00,1.003098,1.004135,1.002458,1.004135
usd-coin,2023-03-22 19:00:00,1.001235,1.005927,1.001235,1.005055
usd-coin,2023-03-26 19:00:00,1.003115,1.00653,0.999799,0.999799
usd-coin,2023-03-30 19:00:00,1.001564,1.001564,0.999799,1.000354
usd-coin,2023-04-02 19:00:00,1.000231,1.001369,1.000231,1.001369
usd-coin,2023-04-06 19:00:00,0.999286,1.000599,0.999286,1.000118
usd-coin,2023-04-10 19:00:00,1.000648,1.000648,1.000272,1.000369
usd-coin,2023-04-14 19:00:00,1.000405,1.001245,0.999721,1.000525
usd-coin,2023-04-18 19:00:00,0.999354,1.000377,0.999354,0.999641
usd-coin,2023-04-22 19:00:00,1.000924,1.001342,1.000285,1.001342
usd-coin,2023-04-26 19:00:00,1.000646,1.001014,0.999349,0.999669
usd-coin,2023-04-29 19:00:00,1.000604,1.000604,1.000077,1.000456
usd-coin,2023-05-02 19:00:00,1.000403,1.000663,0.998538,0.998538
usd-coin,2023-05-06 19:00:00,0.998174,1.000033,0.998174,0.999246
usd-coin,2023-05-10 19:00:00,1.002494,1.002494,0.998508,0.998842
usd-coin,2023-05-14 19:00:00,1.000743,1.000833,0.998225,0.999459
usd-coin,2023-05-18 19:00:00,1.000716,1.000716,0.998042,0.998042
usd-coin,2023-05-22 19:00:00,0.999595,1.000076,0.999569,1.000076
usd-coin,2023-05-26 19:00:00,0.999627,1.000056,0.999627,0.999661
usd-coin,2023-05-30 19:00:00,0.998199,1.0011,0.998199,0.999733
usd-coin,2023-06-02 19:00:00,1.000546,1.000546,0.999678,0.999678
usd-coin,2023-06-06 19:00:00,1.000086,1.001676,1.000086,1.000343
usd-coin,2023-06-10 19:00:00,0.999801,0.999937,0.999304,0.999798
usd-coin,2023-06-14 19:00:00,1.000203,1.000431,0.999347,0.999347
usd-coin,2023-06-18 19:00:00,1.000089,1.000089,0.999417,0.999524
usd-coin,2023-06-22 19:00:00,1.000327,1.000327,0.999635,0.999805
usd-coin,2023-06-26 19:00:00,1.000134,1.00139,0.999369,1.00139
usd-coin,2023-06-29 19:00:00,0.999739,0.999752,0.999633,0.999752
usd-coin,2023-07-02 19:00:00,1.000428,1.000428,0.999778,0.999778
usd-coin,2023-07-06 19:00:00,0.999672,1.000177,0.999402,0.999822
usd-coin,2023-07-10 19:00:00,0.999623,1.000804,0.999623,0.999758
usd-coin,2023-07-14 19:00:00,1.000114,1.00049,0.999008,1.000131
usd-coin,2023-07-18 19:00:00,1.000122,1.000883,0.999034,1.000883
usd-coin,2023-07-22 19:00:00,1.000051,1.000051,0.999468,0.999706
usd-coin,2023-07-26 19:00:00,0.999549,1.001615,0.999549,1.000542
usd-coin,2023-07-30 19:00:00,0.999957,1.000102,0.999496,1.000102
usd-coin,2023-08-02 19:00:00,1.000006,1.002543,0.999738,0.999738
usd-coin,2023-08-06 19:00:00,0.999629,1.000425,0.999629,0.999814
usd-coin,2023-08-10 19:00:00,1.000073,1.000085,0.999861,0.999861
usd-coin,2023-08-14 19:00:00,1.000269,1.000269,0.999688,0.999688
usd-coin,2023-08-18 19:00:00,0.999975,1.000939,0.995522,0.999658
usd-coin,2023-08-22 19:00:00,1.000504,1.000504,0.999293,0.999795
staked-ether,2023-02-26 19:00:00,1605.812548,1639.407807,1592.059335,1639.407807
staked-ether,2023-02-27 19:00:00,1632.949035,1662.292262,1603.774171,1647.349369
staked-ether,2023-03-06 19:00:00,1568.087478,1568.087478,1563.386024,1566.195248
staked-ether,2023-03-10 19:00:00,1562.878046,1562.878046,1428.437214,1428.437214
staked-ether,2023-03-14 19:00:00,1460.068577,1699.911112,1460.068577,1699.911112
staked-ether,2023-03-18 19:00:00,1655.475844,1787.103066,1655.475844,1763.437648
staked-ether,2023-03-22 19:00:00,1804.181871,1807.839361,1741.55827,1743.265207
staked-ether,2023-03-26 19:00:00,1813.043657,1813.043657,1746.332146,1770.828574
staked-ether,2023-03-30 19:00:00,1713.858788,1791.242385,1713.858788,1788.145899
staked-ether,2023-04-02 19:00:00,1820.918138,1820.918138,1790.21015,1790.21015
staked-ether,2023-04-06 19:00:00,1806.825427,1905.731429,1806.825427,1865.737867
staked-ether,2023-04-10 19:00:00,1856.477099,1897.559865,1845.104486,1897.559865
staked-ether,2023-04-14 19:00:00,1887.829401,2097.537669,1887.829401,2097.537669
staked-ether,2023-04-18 19:00:00,2087.294065,2134.412121,2071.275345,2104.170509
staked-ether,2023-04-22 19:00:00,1935.049446,1937.503968,1849.094578,1877.343304
