Criptomoneda,Fecha,Precio
bitcoin,2023-08-21 16:20:43.488,679308802.9146671
bitcoin,2023-08-21 16:25:52.270,679130883.2571656
bitcoin,2023-08-21 16:30:41.235,679522234.4309611
bitcoin,2023-08-21 16:35:30.197,679785866.2515879
bitcoin,2023-08-21 16:40:48.859,680028070.2579118
bitcoin,2023-08-21 16:45:46.751,679592426.3846257
bitcoin,2023-08-21 16:50:03.050,681591701.367873
bitcoin,2023-08-21 16:55:20.359,681776235.4962795
bitcoin,2023-08-21 17:01:19.427,681437204.4626023
bitcoin,2023-08-21 17:05:45.275,681137435.5345911
bitcoin,2023-08-21 17:10:03.529,681361679.6284801
bitcoin,2023-08-21 17:15:12.193,681172544.8290551
bitcoin,2023-08-21 17:21:01.780,681208552.4376591
bitcoin,2023-08-21 17:25:59.021,680482370.2048346
bitcoin,2023-08-21 17:31:30.413,680288015.3165083
bitcoin,2023-08-21 17:35:15.056,680326513.2705566
bitcoin,2023-08-21 17:40:34.360,680432364.3240796
bitcoin,2023-08-21 17:45:22.120,680024048.2030957
bitcoin,2023-08-21 17:50:29.873,680326408.0535458
bitcoin,2023-08-21 17:55:48.976,680055686.5071719
bitcoin,2023-08-21 18:00:04.625,680184643.6769123
bitcoin,2023-08-21 18:04:55.405,680283725.1413044
bitcoin,2023-08-21 18:11:16.272,679910234.9117637
bitcoin,2023-08-21 18:14:52.454,679880001.9390048
bitcoin,2023-08-21 18:20:00.801,679983424.3293171
bitcoin,2023-08-21 18:25:29.305,679982007.6944122
bitcoin,2023-08-21 18:30:50.718,679691216.3234241
bitcoin,2023-08-21 18:35:40.087,680004004.4217311
bitcoin,2023-08-21 18:41:07.201,679515481.680808
bitcoin,2023-08-21 18:44:54.986,679614573.7215619
bitcoin,2023-08-21 18:50:27.258,679642751.5118717
bitcoin,2023-08-21 18:55:25.027,679512059.0188133
bitcoin,2023-08-21 19:01:17.471,679737030.172678
bitcoin,2023-08-21 19:05:45.248,679877157.8961891
bitcoin,2023-08-21 19:11:03.394,679590107.873537
bitcoin,2023-08-21 19:16:03.015,679776944.1132193
bitcoin,2023-08-21 19:19:58.794,679742496.452194
bitcoin,2023-08-21 19:25:07.845,679697120.09612
bitcoin,2023-08-21 19:30:57.227,678928296.313012
bitcoin,2023-08-21 19:35:45.894,679067229.4808661
bitcoin,2023-08-21 19:40:43.631,679371558.0408128
bitcoin,2023-08-21 19:45:52.546,679227859.9630684
bitcoin,2023-08-21 19:51:09.952,679365296.4211142
bitcoin,2023-08-21 19:55:17.591,679003552.3846968
bitcoin,2023-08-21 20:00:54.646,679063675.7511066
bitcoin,2023-08-21 20:05:33.501,679020454.9594628
bitcoin,2023-08-21 20:10:08.499,678752287.4587039
bitcoin,2023-08-21 20:15:15.722,678534826.6384217
bitcoin,2023-08-21 20:20:24.990,678597081.2713073
bitcoin,2023-08-21 20:25:53.145,678623053.2346958
bitcoin,2023-08-21 20:30:45.021,678907272.764801
bitcoin,2023-08-21 20:35:43.176,679190946.2082564
bitcoin,2023-08-21 20:40:52.714,678900646.1989945
bitcoin,2023-08-21 20:45:40.686,678760488.4958422
bitcoin,2023-08-21 20:50:09.584,677831239.5329695
bitcoin,2023-08-21 20:55:08.235,677963579.6377355
bitcoin,2023-08-21 21:00:56.811,677660325.5718328
bitcoin,2023-08-21 21:05:23.342,677579604.7390366
bitcoin,2023-08-21 21:11:01.232,677478900.8012898
bitcoin,2023-08-21 21:14:58.154,677466892.3809228
bitcoin,2023-08-21 21:20:25.194,677912430.2749355
bitcoin,2023-08-21 21:25:23.147,678104575.3605543
bitcoin,2023-08-21 21:30:43.819,677969019.3390491
bitcoin,2023-08-21 21:35:20.185,677862894.9954214
bitcoin,2023-08-21 21:40:50.834,677588496.3251926
bitcoin,2023-08-21 21:45:39.764,678203011.3795855
bitcoin,2023-08-21 21:50:57.285,677549476.0121423
bitcoin,2023-08-21 21:55:37.151,677557343.4063175
bitcoin,2023-08-21 22:00:55.117,677628256.8697581
bitcoin,2023-08-21 22:05:43.323,677559922.1801308
bitcoin,2023-08-21 22:11:00.368,677562576.7149689
bitcoin,2023-08-21 22:15:38.672,677708033.8428055
bitcoin,2023-08-21 22:21:08.848,677729550.9958398
bitcoin,2023-08-21 22:25:56.320,677694647.7587171
bitcoin,2023-08-21 22:31:10.986,677457228.2511927
bitcoin,2023-08-21 22:35:06.703,677053839.8523223
bitcoin,2023-08-21 22:40:54.508,677054458.3000752
bitcoin,2023-08-21 22:45:12.586,677030154.8005985
bitcoin,2023-08-21 22:50:30.034,677450332.0903379
bitcoin,2023-08-21 22:55:28.134,677384439.1614605
bitcoin,2023-08-21 23:00:25.732,677574626.6398368
bitcoin,2023-08-21 23:05:18.367,677351148.6156833
bitcoin,2023-08-21 23:09:56.181,677294665.1754286
bitcoin,2023-08-21 23:15:04.190,677164867.6576304
bitcoin,2023-08-21 23:20:10.978,677003798.3801062
bitcoin,2023-08-21 23:25:41.706,677173531.3475742
bitcoin,2023-08-21 23:31:06.079,676962904.162022
bitcoin,2023-08-21 23:35:53.962,677129673.5725583
bitcoin,2023-08-21 23:41:13.061,676780808.2661633
bitcoin,2023-08-21 23:45:51.304,676834103.029039
bitcoin,2023-08-21 23:50:37.560,676724362.6747413
bitcoin,2023-08-21 23:55:35.394,676634656.6658243
bitcoin,2023-08-22 00:00:24.532,676839502.5107417
bitcoin,2023-08-22 00:05:32.977,676698651.8125284
bitcoin,2023-08-22 00:10:41.019,676832417.2922868
bitcoin,2023-08-22 00:15:50.551,676931419.2444746
bitcoin,2023-08-22 00:21:18.559,676859918.7334222
bitcoin,2023-08-22 00:25:56.355,676556768.4392351
bitcoin,2023-08-22 00:30:14.804,677360833.8231297
bitcoin,2023-08-22 00:35:14.069,677106397.7826945
bitcoin,2023-08-22 00:41:23.419,677194158.9059304
bitcoin,2023-08-22 00:45:49.829,677214253.972162
bitcoin,2023-08-22 00:50:05.573,677205315.8794442
bitcoin,2023-08-22 00:55:36.308,677206747.418396
bitcoin,2023-08-22 01:01:06.250,677364626.7837453
bitcoin,2023-08-22 01:05:44.433,677368911.6264586
bitcoin,2023-08-22 01:11:13.467,677061714.8388176
bitcoin,2023-08-22 01:16:01.044,677520165.37556
bitcoin,2023-08-22 01:21:09.145,677734456.3843004
bitcoin,2023-08-22 01:25:58.158,677890008.9844856
bitcoin,2023-08-22 01:31:15.333,677856488.7071042
bitcoin,2023-08-22 01:35:52.633,677851727.5488905
bitcoin,2023-08-22 01:41:33.246,677508912.3307942
bitcoin,2023-08-22 01:45:59.351,677649618.211668
bitcoin,2023-08-22 01:51:18.587,677010201.6707714
bitcoin,2023-08-22 01:55:46.055,677542693.4346528
bitcoin,2023-08-22 02:01:50.065,677582744.5007027
bitcoin,2023-08-22 02:05:28.616,677797780.2193173
bitcoin,2023-08-22 02:10:45.447,677743713.3353518
bitcoin,2023-08-22 02:15:53.357,677849030.0884844
bitcoin,2023-08-22 02:21:23.344,678338987.4010843
bitcoin,2023-08-22 02:26:01.791,678252476.8927464
bitcoin,2023-08-22 02:31:31.585,678207374.7483565
bitcoin,2023-08-22 02:35:58.619,678243281.3894062
bitcoin,2023-08-22 02:40:56.285,678737191.9078728
bitcoin,2023-08-22 02:45:54.330,678999351.9689581
bitcoin,2023-08-22 02:50:12.160,678671710.4498607
bitcoin,2023-08-22 02:55:29.770,678608341.7613463
bitcoin,2023-08-22 03:00:48.639,678933614.3031617
bitcoin,2023-08-22 03:04:54.371,679073395.5138367
bitcoin,2023-08-22 03:10:23.566,678886691.5608687
bitcoin,2023-08-22 03:15:32.116,678992862.9826355
bitcoin,2023-08-22 03:21:01.909,678610752.9781533
bitcoin,2023-08-22 03:25:18.848,678896829.0001563
bitcoin,2023-08-22 03:30:29.343,678782872.9540235
bitcoin,2023-08-22 03:35:26.212,678486797.4607928
bitcoin,2023-08-22 03:41:16.657,678167205.8122382
bitcoin,2023-08-22 03:45:12.047,678086571.6362985
bitcoin,2023-08-22 03:50:41.863,678020179.091054
bitcoin,2023-08-22 03:55:38.190,677520336.9423589
bitcoin,2023-08-22 04:00:54.236,677492873.676485
bitcoin,2023-08-22 04:05:58.001,677682743.9224749
bitcoin,2023-08-22 04:10:46.377,677577577.8555628
bitcoin,2023-08-22 04:15:43.151,677713397.7701917
bitcoin,2023-08-22 04:20:51.160,677588769.0640442
bitcoin,2023-08-22 04:25:41.617,677657842.0423608
bitcoin,2023-08-22 04:31:03.012,677506615.6164135
bitcoin,2023-08-22 04:35:42.396,677444863.1955955
bitcoin,2023-08-22 04:40:48.585,677707863.3384737
bitcoin,2023-08-22 04:45:36.845,677649031.3407019
bitcoin,2023-08-22 04:50:54.709,678137142.3437432
bitcoin,2023-08-22 04:55:34.123,677705318.6861625
bitcoin,2023-08-22 05:00:41.744,677596499.7206919
bitcoin,2023-08-22 05:05:19.395,677672712.9948689
bitcoin,2023-08-22 05:10:58.580,677838388.728227
bitcoin,2023-08-22 05:14:54.929,677588174.5508206
bitcoin,2023-08-22 05:19:57.569,677346818.0092449
bitcoin,2023-08-22 05:24:55.516,677612918.9270378
bitcoin,2023-08-22 05:31:14.114,677483421.239069
bitcoin,2023-08-22 05:35:43.105,677419172.6408116
bitcoin,2023-08-22 05:40:31.638,677226019.4195101
bitcoin,2023-08-22 05:45:29.657,677292985.7670605
bitcoin,2023-08-22 05:50:29.381,677225250.2480623
bitcoin,2023-08-22 05:54:56.314,677237300.9297867
bitcoin,2023-08-22 06:00:15.454,677474437.8215213
bitcoin,2023-08-22 06:05:25.905,677489535.3256503
bitcoin,2023-08-22 06:10:22.723,677572167.0238996
bitcoin,2023-08-22 06:15:30.658,677231177.6973466
bitcoin,2023-08-22 06:20:18.592,677275415.1551992
bitcoin,2023-08-22 06:25:36.326,677299568.4119813
bitcoin,2023-08-22 06:31:14.733,677546233.9366407
bitcoin,2023-08-22 06:35:51.793,677435481.9539531
bitcoin,2023-08-22 06:41:21.898,677165444.8839104
bitcoin,2023-08-22 06:46:09.917,677432850.2968752
bitcoin,2023-08-22 06:51:40.075,677381699.5271349
bitcoin,2023-08-22 06:56:15.694,677440435.8497539
bitcoin,2023-08-22 07:01:54.903,677423428.9373602
bitcoin,2023-08-22 07:06:21.706,677725975.5359219
bitcoin,2023-08-22 07:11:40.346,677798737.2970741
bitcoin,2023-08-22 07:16:18.909,677968538.0967839
bitcoin,2023-08-22 07:21:48.081,677557652.3014264
bitcoin,2023-08-22 07:26:12.922,677868163.6898359
bitcoin,2023-08-22 07:31:38.573,678017726.0807023
bitcoin,2023-08-22 07:36:09.429,678135762.9133974
bitcoin,2023-08-22 07:41:38.992,678392048.2627246
bitcoin,2023-08-22 07:46:16.328,678454892.1465667
bitcoin,2023-08-22 07:51:36.510,678352362.304464
bitcoin,2023-08-22 07:56:18.544,678101971.8342786
bitcoin,2023-08-22 08:01:52.719,677660224.5576661
bitcoin,2023-08-22 08:06:19.051,678014905.7257041
bitcoin,2023-08-22 08:11:28.061,677781062.5369884
bitcoin,2023-08-22 08:16:24.811,677085620.6913652
bitcoin,2023-08-22 08:21:43.913,676892703.010327
bitcoin,2023-08-22 08:26:10.428,677194187.8714101
bitcoin,2023-08-22 08:31:45.674,676731526.4890662
bitcoin,2023-08-22 08:36:13.299,677094690.922532
bitcoin,2023-08-22 08:41:42.804,677063355.0574956
bitcoin,2023-08-22 08:46:20.833,677256114.7390258
bitcoin,2023-08-22 08:51:38.880,676780782.6028996
bitcoin,2023-08-22 08:56:06.164,676303488.9209936
bitcoin,2023-08-22 09:01:50.594,676219963.5662385
bitcoin,2023-08-22 09:06:19.374,676800094.3702258
bitcoin,2023-08-22 09:11:27.127,676239215.5434593
bitcoin,2023-08-22 09:16:15.039,677377253.3824297
bitcoin,2023-08-22 09:21:41.835,676932373.2026112
bitcoin,2023-08-22 09:26:21.403,676830014.2765822
bitcoin,2023-08-22 09:31:34.192,676902413.4575901
ethereum,2023-08-21 09:40:48.642,2775010.3907426074
ethereum,2023-08-21 09:45:15.458,2779054.8134574564
ethereum,2023-08-21 09:50:54.416,2778995.712286275
ethereum,2023-08-21 09:55:20.657,2779323.5318361796
ethereum,2023-08-21 10:00:18.667,2778018.8241195586
ethereum,2023-08-21 10:05:36.292,2776965.8111091983
ethereum,2023-08-21 10:10:13.328,2775339.0184392254
ethereum,2023-08-21 10:15:33.918,2772872.349861716
ethereum,2023-08-21 10:21:02.229,2770718.98697161
ethereum,2023-08-21 10:25:50.970,2764131.1139207124
ethereum,2023-08-21 10:30:20.026,2745587.3827407225
ethereum,2023-08-21 10:35:46.694,2745977.64188394
ethereum,2023-08-21 10:41:03.694,2747164.739942571
ethereum,2023-08-21 10:45:40.844,2752277.934806051
ethereum,2023-08-21 10:50:18.956,2746427.1883358117
ethereum,2023-08-21 10:55:49.662,2747208.4193798755
ethereum,2023-08-21 11:01:28.188,2747782.255802758
ethereum,2023-08-21 11:05:03.858,2747543.2826254102
ethereum,2023-08-21 11:10:42.020,2751087.2110778205
ethereum,2023-08-21 11:15:41.311,2749255.170630457
ethereum,2023-08-21 11:21:10.188,2749999.901480856
ethereum,2023-08-21 11:25:48.797,2752010.846098702
ethereum,2023-08-21 11:31:29.844,2752603.3305407506
ethereum,2023-08-21 11:35:16.475,2754051.0206158687
ethereum,2023-08-21 11:40:33.860,2753033.897007406
ethereum,2023-08-21 11:45:11.493,2751136.5676971436
ethereum,2023-08-21 11:50:50.887,2753194.78832124
ethereum,2023-08-21 11:55:08.912,2756203.266404065
ethereum,2023-08-21 12:00:40.114,2752940.91309018
ethereum,2023-08-21 12:05:29.306,2754184.0718148784
ethereum,2023-08-21 12:11:07.724,2753921.8552087946
ethereum,2023-08-21 12:15:04.747,2753838.8328627725
ethereum,2023-08-21 12:20:51.550,2752561.0866145315
ethereum,2023-08-21 12:25:27.699,2753045.0673672813
ethereum,2023-08-21 12:30:49.889,2759015.2267155717
ethereum,2023-08-21 12:35:25.125,2760073.1937093535
ethereum,2023-08-21 12:40:25.269,2757871.1304858765
ethereum,2023-08-21 12:45:03.124,2758831.3995254138
ethereum,2023-08-21 12:50:13.888,2759102.108302487
ethereum,2023-08-21 12:55:23.830,2759270.713352632
ethereum,2023-08-21 13:00:36.304,2759328.0868480857
ethereum,2023-08-21 13:05:05.267,2760710.517220647
ethereum,2023-08-21 13:10:37.607,2759268.3713502334
ethereum,2023-08-21 13:15:47.373,2761049.2566020973
ethereum,2023-08-21 13:21:19.242,2760742.815670881
ethereum,2023-08-21 13:25:06.099,2760889.953013565
ethereum,2023-08-21 13:30:29.378,2761553.6627085633
ethereum,2023-08-21 13:35:08.808,2760889.706927255
ethereum,2023-08-21 13:40:19.155,2761840.113608932
ethereum,2023-08-21 13:45:28.655,2761918.428315982
ethereum,2023-08-21 13:50:55.306,2764583.9541878826
ethereum,2023-08-21 13:55:35.242,2762368.8751046713
ethereum,2023-08-21 14:00:22.119,2759807.6572364327
ethereum,2023-08-21 14:05:28.179,2761107.052659379
ethereum,2023-08-21 14:10:55.456,2762850.3463617126
ethereum,2023-08-21 14:15:01.153,2762378.866874941
ethereum,2023-08-21 14:20:32.028,2760979.346452807
ethereum,2023-08-21 14:25:30.303,2764377.676342211
ethereum,2023-08-21 14:31:00.059,2764329.8338836944
ethereum,2023-08-21 14:35:08.174,2765025.0403795256
ethereum,2023-08-21 14:40:31.997,2766776.565001869
ethereum,2023-08-21 14:45:57.869,2768442.7808697643
ethereum,2023-08-21 14:50:24.235,2772446.588319894
ethereum,2023-08-21 14:55:54.096,2771319.862602588
ethereum,2023-08-21 15:01:16.098,2771431.8726348095
ethereum,2023-08-21 15:05:52.295,2775621.88928036
ethereum,2023-08-21 15:11:11.722,2773743.3286372367
ethereum,2023-08-21 15:15:08.053,2774580.4773408053
ethereum,2023-08-21 15:20:15.856,2774135.929163893
ethereum,2023-08-21 15:25:24.961,2773999.2577292975
ethereum,2023-08-21 15:30:34.071,2775453.6722335294
ethereum,2023-08-21 15:35:15.362,2776745.2203973182
ethereum,2023-08-21 15:40:35.210,2773365.006346346
ethereum,2023-08-21 15:45:53.645,2772870.759394185
ethereum,2023-08-21 15:50:29.637,2772064.3923545606
ethereum,2023-08-21 15:55:06.264,2772530.032183482
ethereum,2023-08-21 16:00:29.638,2772701.4354373277
ethereum,2023-08-21 16:05:18.841,2773708.0921743284
ethereum,2023-08-21 16:10:58.563,2772831.6747654513
ethereum,2023-08-21 16:15:45.665,2772511.7230585515
ethereum,2023-08-21 16:20:43.694,2772339.1985882404
ethereum,2023-08-21 16:25:31.216,2770804.8797086217
ethereum,2023-08-21 16:31:03.022,2771631.040366142
ethereum,2023-08-21 16:35:31.012,2771265.5263378504
ethereum,2023-08-21 16:40:40.974,2768958.7621347457
ethereum,2023-08-21 16:45:37.768,2768041.5825710422
ethereum,2023-08-21 16:50:56.728,2775794.8762200875
ethereum,2023-08-21 16:55:33.586,2776091.4049408655
ethereum,2023-08-21 17:01:15.070,2775655.698300992
ethereum,2023-08-21 17:05:41.939,2774048.241490794
ethereum,2023-08-21 17:10:51.542,2775007.040613194
ethereum,2023-08-21 17:15:38.903,2773887.1791302743
ethereum,2023-08-21 17:20:59.719,2773960.3609935283
ethereum,2023-08-21 17:25:38.786,2771130.765131093
ethereum,2023-08-21 17:31:00.276,2769131.4161493345
ethereum,2023-08-21 17:35:39.861,2769255.4055003556
ethereum,2023-08-21 17:40:49.540,2769278.49243591
ethereum,2023-08-21 17:45:27.001,2767390.6774069355
ethereum,2023-08-21 17:50:34.884,2768158.1252503204
ethereum,2023-08-21 17:55:51.951,2766506.6623711544
ethereum,2023-08-21 17:59:58.911,2766776.1078169243
ethereum,2023-08-21 18:04:56.722,2765909.995883224
ethereum,2023-08-21 18:11:07.622,2764713.459743871
ethereum,2023-08-21 18:16:04.413,2765440.3447501594
ethereum,2023-08-21 18:20:10.066,2766100.925879216
ethereum,2023-08-21 18:25:18.551,2765811.586448388
ethereum,2023-08-21 18:30:17.658,2764474.251729432
ethereum,2023-08-21 18:35:20.150,2765882.2378204926
ethereum,2023-08-21 18:40:08.339,2764181.060011305
ethereum,2023-08-21 18:44:56.346,2764354.2900285022
ethereum,2023-08-21 18:49:56.122,2764674.492404885
ethereum,2023-08-21 18:55:25.113,2763804.8442477337
ethereum,2023-08-21 19:01:05.940,2764909.237758739
ethereum,2023-08-21 19:05:33.059,2766432.8043784187
ethereum,2023-08-21 19:11:02.110,2764712.0370960142
ethereum,2023-08-21 19:16:11.783,2765930.1913712327
ethereum,2023-08-21 19:19:56.784,2765609.558376074
ethereum,2023-08-21 19:25:10.428,2765661.37470127
ethereum,2023-08-21 19:30:59.570,2762966.8434344693
ethereum,2023-08-21 19:35:38.281,2763969.7870755713
ethereum,2023-08-21 19:40:26.175,2765882.016765803
ethereum,2023-08-21 19:45:53.211,2765407.498210457
ethereum,2023-08-21 19:51:11.821,2766177.5379017508
ethereum,2023-08-21 19:55:06.989,2764754.020059257
ethereum,2023-08-21 20:00:27.105,2764586.323297729
ethereum,2023-08-21 20:05:10.475,2764574.8654948855
ethereum,2023-08-21 20:10:07.792,2763769.060402144
ethereum,2023-08-21 20:15:04.552,2763183.484983511
ethereum,2023-08-21 20:20:54.210,2762922.1008454766
ethereum,2023-08-21 20:25:52.230,2763690.1901212074
ethereum,2023-08-21 20:30:55.489,2764441.0173767866
ethereum,2023-08-21 20:35:53.125,2765337.3486868506
ethereum,2023-08-21 20:41:12.058,2763794.4735398483
ethereum,2023-08-21 20:45:41.703,2762422.6171341087
ethereum,2023-08-21 20:49:58.915,2758877.456737007
ethereum,2023-08-21 20:55:11.125,2759092.1394236134
ethereum,2023-08-21 21:00:31.111,2758011.8906517406
ethereum,2023-08-21 21:05:09.426,2757386.3449198445
ethereum,2023-08-21 21:11:20.558,2757483.4108516714
ethereum,2023-08-21 21:15:46.841,2759040.9110068977
ethereum,2023-08-21 21:20:23.645,2760991.461484154
ethereum,2023-08-21 21:25:42.538,2761896.5350464676
ethereum,2023-08-21 21:30:59.920,2762163.611703074
ethereum,2023-08-21 21:35:38.835,2763478.8968845992
ethereum,2023-08-21 21:40:56.357,2762441.85744888
ethereum,2023-08-21 21:45:02.645,2764277.89500662
ethereum,2023-08-21 21:50:13.029,2760799.451406845
ethereum,2023-08-21 21:55:00.213,2760114.7959995707
ethereum,2023-08-21 22:00:41.973,2759122.856058304
ethereum,2023-08-21 22:04:58.754,2758862.2411830453
ethereum,2023-08-21 22:10:06.909,2758885.989495913
ethereum,2023-08-21 22:15:05.530,2759677.770250963
ethereum,2023-08-21 22:21:15.595,2760014.6381650255
ethereum,2023-08-21 22:26:03.867,2758668.2783479537
ethereum,2023-08-21 22:31:09.189,2759143.247408642
ethereum,2023-08-21 22:35:48.106,2756934.6731209485
ethereum,2023-08-21 22:41:06.812,2756341.560759416
ethereum,2023-08-21 22:45:54.722,2756641.9505860894
ethereum,2023-08-21 22:51:11.741,2757972.072056235
ethereum,2023-08-21 22:55:59.335,2757969.6547984118
ethereum,2023-08-21 23:01:10.004,2757348.4230243084
ethereum,2023-08-21 23:05:58.279,2758317.8383570216
ethereum,2023-08-21 23:09:54.352,2758191.4676945293
ethereum,2023-08-21 23:15:11.997,2757390.719438771
ethereum,2023-08-21 23:20:10.107,2757037.129436041
ethereum,2023-08-21 23:25:38.503,2757248.941642033
ethereum,2023-08-21 23:31:01.677,2756773.0071750246
ethereum,2023-08-21 23:35:30.753,2757148.991028008
ethereum,2023-08-21 23:40:48.189,2756010.6489062803
ethereum,2023-08-21 23:45:26.056,2755600.8148854435
ethereum,2023-08-21 23:51:06.250,2756027.9102440206
ethereum,2023-08-21 23:55:31.278,2755279.4188805595
ethereum,2023-08-22 00:00:20.084,2756846.7500921236
ethereum,2023-08-22 00:05:29.074,2756343.082765355
ethereum,2023-08-22 00:10:39.127,2757043.7774377894
ethereum,2023-08-22 00:15:48.964,2757884.397782146
ethereum,2023-08-22 00:21:06.392,2757970.731330233
ethereum,2023-08-22 00:26:05.393,2756180.36575539
ethereum,2023-08-22 00:30:33.958,2759049.343647713
ethereum,2023-08-22 00:35:45.908,2757555.8003459554
ethereum,2023-08-22 00:40:53.167,2757517.261156779
ethereum,2023-08-22 00:45:53.189,2757568.527796023
ethereum,2023-08-22 00:49:58.787,2757515.100960634
ethereum,2023-08-22 00:55:38.421,2756886.6320804465
ethereum,2023-08-22 01:00:58.133,2757777.6630841824
ethereum,2023-08-22 01:05:47.661,2757926.1808530632
ethereum,2023-08-22 01:10:56.240,2756760.981398928
ethereum,2023-08-22 01:15:54.272,2757740.0820693052
ethereum,2023-08-22 01:21:03.598,2759014.0180451614
ethereum,2023-08-22 01:25:32.237,2760500.244933062
ethereum,2023-08-22 01:30:48.938,2758606.462534696
ethereum,2023-08-22 01:35:36.558,2757333.41681522
ethereum,2023-08-22 01:41:04.857,2756871.5011046017
ethereum,2023-08-22 01:45:41.540,2756382.6884788545
ethereum,2023-08-22 01:51:10.142,2754157.949093843
ethereum,2023-08-22 01:55:46.478,2756566.6205063784
ethereum,2023-08-22 02:01:12.131,2758165.968619893
ethereum,2023-08-22 02:05:08.781,2758708.803938502
ethereum,2023-08-22 02:10:50.021,2758867.5556563423
ethereum,2023-08-22 02:15:59.282,2759519.3554059914
ethereum,2023-08-22 02:21:18.076,2761423.399869921
ethereum,2023-08-22 02:26:04.505,2760479.2226397437
ethereum,2023-08-22 02:31:25.611,2760514.3220887203
ethereum,2023-08-22 02:36:11.671,2760538.44173217
ethereum,2023-08-22 02:40:59.491,2762071.40375375
ethereum,2023-08-22 02:45:58.310,2762320.91809635
ethereum,2023-08-22 02:51:21.803,2761375.8908662805
ethereum,2023-08-22 02:55:28.548,2761588.874217074
ethereum,2023-08-22 03:00:50.338,2762629.1439112024
ethereum,2023-08-22 03:05:59.892,2763829.9781490746
ethereum,2023-08-22 03:10:27.084,2763008.6994411615
ethereum,2023-08-22 03:15:35.362,2763193.2549216775
ethereum,2023-08-22 03:21:02.868,2761490.2020740854
ethereum,2023-08-22 03:25:19.771,2762345.290598775
ethereum,2023-08-22 03:30:40.252,2762133.6129907784
ethereum,2023-08-22 03:35:05.319,2760562.320843221
ethereum,2023-08-22 03:40:12.780,2759987.7824323233
ethereum,2023-08-22 03:45:10.959,2759678.0562295676
ethereum,2023-08-22 03:50:38.725,2759793.560625711
ethereum,2023-08-22 03:55:37.722,2758280.5869068084
ethereum,2023-08-22 04:00:54.681,2758392.316068626
ethereum,2023-08-22 04:05:58.843,2759316.7812866988
ethereum,2023-08-22 04:09:55.133,2759336.6944883442
ethereum,2023-08-22 04:15:12.937,2759807.85936868
ethereum,2023-08-22 04:20:54.232,2759230.794431364
ethereum,2023-08-22 04:25:53.039,2759614.9089350095
ethereum,2023-08-22 04:30:32.989,2759474.415744998
ethereum,2023-08-22 04:35:24.612,2758602.8469424006
ethereum,2023-08-22 04:40:43.504,2759725.345259146
ethereum,2023-08-22 04:45:51.278,2760100.290247494
ethereum,2023-08-22 04:51:09.174,2761164.062902455
ethereum,2023-08-22 04:55:34.648,2760728.372526549
ethereum,2023-08-22 04:59:59.847,2759880.949966207
ethereum,2023-08-22 05:05:30.814,2759411.2324004103
ethereum,2023-08-22 05:10:47.469,2760031.929813758
ethereum,2023-08-22 05:15:54.800,2759314.289481007
ethereum,2023-08-22 05:21:23.635,2759506.9726414704
ethereum,2023-08-22 05:25:27.936,2760647.445622944
ethereum,2023-08-22 05:31:33.760,2760812.5972289527
ethereum,2023-08-22 05:34:59.692,2760563.462616819
ethereum,2023-08-22 05:40:36.051,2758648.8670399347
ethereum,2023-08-22 05:45:32.095,2757742.6834773407
ethereum,2023-08-22 05:50:31.416,2756932.4739294397
ethereum,2023-08-22 05:55:28.609,2756848.1336274585
ethereum,2023-08-22 06:00:18.759,2757781.730406197
ethereum,2023-08-22 06:05:27.223,2757490.490906882
ethereum,2023-08-22 06:10:34.973,2757293.1540687773
ethereum,2023-08-22 06:15:33.756,2756326.079686461
ethereum,2023-08-22 06:20:13.823,2756288.7038219124
ethereum,2023-08-22 06:25:45.464,2756525.1235308303
ethereum,2023-08-22 06:30:11.146,2758829.5544375707
ethereum,2023-08-22 06:34:57.162,2757691.994015838
ethereum,2023-08-22 06:40:06.506,2754235.995688692
ethereum,2023-08-22 06:45:06.505,2754668.3142340104
ethereum,2023-08-22 06:50:05.476,2755223.2770186565
ethereum,2023-08-22 06:54:53.919,2755864.1498952163
ethereum,2023-08-22 07:01:03.114,2755386.3862303714
ethereum,2023-08-22 07:05:01.463,2756131.412934115
ethereum,2023-08-22 07:10:31.368,2755562.104899243
ethereum,2023-08-22 07:15:20.797,2756445.5842831507
ethereum,2023-08-22 07:19:58.150,2757473.262407182
ethereum,2023-08-22 07:25:04.986,2758750.2665788946
ethereum,2023-08-22 07:30:42.498,2759435.661154995
ethereum,2023-08-22 07:35:21.899,2759586.9306150917
ethereum,2023-08-22 07:40:13.103,2761848.7420163727
ethereum,2023-08-22 07:45:02.091,2762899.1563779335
ethereum,2023-08-22 07:50:24.376,2761599.2042784938
ethereum,2023-08-22 07:55:31.022,2761072.4947093315
ethereum,2023-08-22 08:01:17.587,2759710.636011106
ethereum,2023-08-22 08:05:04.754,2758890.959282426
ethereum,2023-08-22 08:10:11.605,2758062.1284771506
ethereum,2023-08-22 08:15:33.604,2758848.5176716074
ethereum,2023-08-22 08:20:10.091,2755368.978119801
ethereum,2023-08-22 08:25:08.356,2755404.1351264664
ethereum,2023-08-22 08:31:02.767,2752956.543739927
ethereum,2023-08-22 08:34:57.952,2754117.2734574014
ethereum,2023-08-22 08:40:59.048,2753624.532164552
ethereum,2023-08-22 08:45:05.910,2752606.560488874
ethereum,2023-08-22 08:51:17.525,2750256.8573961537
ethereum,2023-08-22 08:55:02.839,2746838.524006841
