Criptomoneda,Fecha,Precio,Mercado,Volumen,Año,Mes,Mes_Nombre,Día,Día_Semana,Hora
bitcoin,2018-08-25 19:00:00,6736.036057516459,116073397012.0424,5280060347.564506,2018,8,08 Agosto,25,6 Sábado,19
bitcoin,2018-08-26 19:00:00,6728.2880026290095,115406552890.99017,5215045899.16829,2018,8,08 Agosto,26,7 Domingo,19
bitcoin,2018-08-27 19:00:00,6911.096028949572,118546009735.9248,5444349729.346103,2018,8,08 Agosto,27,1 Lunes,19
bitcoin,2018-08-28 19:00:00,7075.9834051051,121992306938.18849,6246602891.545194,2018,8,08 Agosto,28,2 Martes,19
bitcoin,2018-08-29 19:00:00,7046.748947280631,121479639297.29665,5976493148.705724,2018,8,08 Agosto,29,3 Miércoles,19
bitcoin,2018-08-30 19:00:00,7024.14510718162,121103237785.70247,6587864491.268964,2018,8,08 Agosto,30,4 Jueves,19
bitcoin,2018-08-31 19:00:00,7027.631279401852,121186316787.30235,5959884320.762271,2018,8,08 Agosto,31,5 Viernes,19
bitcoin,2018-09-01 19:00:00,7211.270767868822,124380655386.09407,6257915213.839819,2018,9,09 Septiembre,1,6 Sábado,19
bitcoin,2018-09-02 19:00:00,7305.272801003753,125994361368.72597,6640164154.549976,2018,9,09 Septiembre,2,7 Domingo,19
bitcoin,2018-09-03 19:00:00,7260.897516647864,125200923805.39091,4511643009.568316,2018,9,09 Septiembre,3,1 Lunes,19
bitcoin,2018-09-04 19:00:00,7359.462992923027,126949626755.787,5344233220.454348,2018,9,09 Septiembre,4,2 Martes,19
bitcoin,2018-09-05 19:00:00,6764.926773778225,116602093876.15263,7036065651.078336,2018,9,09 Septiembre,5,3 Miércoles,19
bitcoin,2018-09-06 19:00:00,6498.2796126096555,112034863191.16696,6558109770.577363,2018,9,09 Septiembre,6,4 Jueves,19
bitcoin,2018-09-07 19:00:00,6397.81887024023,110396118506.89438,4422971841.981781,2018,9,09 Septiembre,7,5 Viernes,19
bitcoin,2018-09-08 19:00:00,6181.19445075213,106668555553.51491,3851077568.004001,2018,9,09 Septiembre,8,6 Sábado,19
bitcoin,2018-09-09 19:00:00,6260.764806062476,108219061918.52274,4174629547.594032,2018,9,09 Septiembre,9,7 Domingo,19
bitcoin,2018-09-10 19:00:00,6308.135474616629,108846231385.41852,4504626593.565221,2018,9,09 Septiembre,10,1 Lunes,19
bitcoin,2018-09-11 19:00:00,6278.917069628559,108449181464.89592,5001529025.0324745,2018,9,09 Septiembre,11,2 Martes,19
bitcoin,2018-09-12 19:00:00,6330.574238022664,109298582014.21779,5026516732.831187,2018,9,09 Septiembre,12,3 Miércoles,19
bitcoin,2018-09-13 19:00:00,6486.461630393616,112124461661.13242,4987196751.843109,2018,9,09 Septiembre,13,4 Jueves,19
bitcoin,2018-09-14 19:00:00,6500.01225461663,112334356298.05247,5350596522.1363,2018,9,09 Septiembre,14,5 Viernes,19
bitcoin,2018-09-15 19:00:00,6530.221146234664,112796085614.54744,4295951323.506035,2018,9,09 Septiembre,15,6 Sábado,19
bitcoin,2018-09-16 19:00:00,6506.248493217292,112373562206.64603,4715407407.2624035,2018,9,09 Septiembre,16,7 Domingo,19
bitcoin,2018-09-17 19:00:00,6250.121727322729,107960190646.44861,4600931272.400568,2018,9,09 Septiembre,17,1 Lunes,19
bitcoin,2018-09-18 19:00:00,6347.069255451608,109629673484.58704,4472798160.224327,2018,9,09 Septiembre,18,2 Martes,19
bitcoin,2018-09-19 19:00:00,6383.753841158382,110292032124.89343,5380977505.120019,2018,9,09 Septiembre,19,3 Miércoles,19
bitcoin,2018-09-20 19:00:00,6491.885242276883,112172960507.04015,5059042419.562756,2018,9,09 Septiembre,20,4 Jueves,19
bitcoin,2018-09-21 19:00:00,6753.8344721403255,116710823191.41154,5931455399.756281,2018,9,09 Septiembre,21,5 Viernes,19
bitcoin,2018-09-22 19:00:00,6747.032172960024,116607568773.97198,5159534298.571353,2018,9,09 Septiembre,22,6 Sábado,19
bitcoin,2018-09-23 19:00:00,6711.029451815934,116001860055.71248,4322794079.140574,2018,9,09 Septiembre,23,7 Domingo,19
bitcoin,2018-09-24 19:00:00,6596.187313045577,114024650850.04753,4626497701.607775,2018,9,09 Septiembre,24,1 Lunes,19
bitcoin,2018-09-25 19:00:00,6441.311544542553,111360852966.35107,4580781824.213022,2018,9,09 Septiembre,25,2 Martes,19
bitcoin,2018-09-26 19:00:00,6462.795635292239,111760801180.65999,3788299697.410916,2018,9,09 Septiembre,26,3 Miércoles,19
bitcoin,2018-09-27 19:00:00,6704.704245729721,115905890382.87775,4690261094.515134,2018,9,09 Septiembre,27,4 Jueves,19
bitcoin,2018-09-28 19:00:00,6634.765964572905,114768551691.0015,3140320712.2600975,2018,9,09 Septiembre,28,5 Viernes,19
bitcoin,2018-09-29 19:00:00,6606.073795422076,114265552573.72394,2294291064.4914503,2018,9,09 Septiembre,29,6 Sábado,19
bitcoin,2018-09-30 19:00:00,6626.037956098487,114617564007.79602,1908960742.721659,2018,9,09 Septiembre,30,7 Domingo,19
bitcoin,2018-10-01 19:00:00,6598.841259755177,114225251470.51224,1893760872.9018476,2018,10,20 Octubre,1,1 Lunes,19
bitcoin,2018-10-02 19:00:00,6524.60769791521,112814709079.4464,2035903501.1612606,2018,10,20 Octubre,2,2 Martes,19
bitcoin,2018-10-03 19:00:00,6499.262379115219,112545036630.82414,2247969611.1974277,2018,10,20 Octubre,3,3 Miércoles,19
bitcoin,2018-10-04 19:00:00,6578.701809284849,113846158429.54834,2059404665.1894457,2018,10,20 Octubre,4,4 Jueves,19
bitcoin,2018-10-05 19:00:00,6621.189363919919,114567814410.76247,1840911129.5584166,2018,10,20 Octubre,5,5 Viernes,19
bitcoin,2018-10-06 19:00:00,6589.124681678888,114021329402.35275,1464404365.51708,2018,10,20 Octubre,6,6 Sábado,19
bitcoin,2018-10-07 19:00:00,6584.832153052514,113962679824.78195,1499424737.458561,2018,10,20 Octubre,7,7 Domingo,19
bitcoin,2018-10-08 19:00:00,6653.089450830426,115167647222.33853,2081626437.4631693,2018,10,20 Octubre,8,1 Lunes,19
bitcoin,2018-10-09 19:00:00,6633.745729917172,114837789505.01476,1741398466.9025888,2018,10,20 Octubre,9,2 Martes,19
bitcoin,2018-10-10 19:00:00,6582.455082387102,113987017102.36557,2070407901.7011054,2018,10,20 Octubre,10,3 Miércoles,19
bitcoin,2018-10-11 19:00:00,6234.367641454442,108155761830.83029,3581191342.767335,2018,10,20 Octubre,11,4 Jueves,19
bitcoin,2018-10-12 19:00:00,6285.592982799844,108845285496.56729,2295615181.287238,2018,10,20 Octubre,12,5 Viernes,19
bitcoin,2018-10-13 19:00:00,6314.883384422573,109372673141.74013,1851879464.8516304,2018,10,20 Octubre,13,6 Sábado,19
bitcoin,2018-10-14 19:00:00,6328.554760034424,109624316973.41199,1847113723.7353718,2018,10,20 Octubre,14,7 Domingo,19
bitcoin,2018-10-15 19:00:00,6659.87550840943,115236573309.55287,6217858944.018429,2018,10,20 Octubre,15,1 Lunes,19
bitcoin,2018-10-16 19:00:00,6635.125667516839,114960968517.5375,2746546151.2501135,2018,10,20 Octubre,16,2 Martes,19
bitcoin,2018-10-17 19:00:00,6635.741832487943,114953321633.49261,2820354466.330306,2018,10,20 Octubre,17,3 Miércoles,19
bitcoin,2018-10-18 19:00:00,6517.511087710534,112970698851.37468,2625598930.5728407,2018,10,20 Octubre,18,4 Jueves,19
bitcoin,2018-10-19 19:00:00,6483.827769471798,112394945004.92676,2652532021.929972,2018,10,20 Octubre,19,5 Viernes,19
bitcoin,2018-10-20 19:00:00,6532.678750383806,113214078424.96126,2387105749.143392,2018,10,20 Octubre,20,6 Sábado,19
bitcoin,2018-10-21 19:00:00,6529.670021370842,113208108538.70485,2127987152.5866547,2018,10,20 Octubre,21,7 Domingo,19
bitcoin,2018-10-22 19:00:00,6512.589059298922,112905904007.05743,2655159954.716826,2018,10,20 Octubre,22,1 Lunes,19
bitcoin,2018-10-23 19:00:00,6472.799660641591,112227883463.22098,2784381146.568883,2018,10,20 Octubre,23,2 Martes,19
bitcoin,2018-10-24 19:00:00,6481.443589558082,112363064964.16649,2607022301.561287,2018,10,20 Octubre,24,3 Miércoles,19
bitcoin,2018-10-25 19:00:00,6458.191521836801,112010056845.21841,2618534041.346836,2018,10,20 Octubre,25,4 Jueves,19
bitcoin,2018-10-26 19:00:00,6468.826424965618,112200801079.02803,2698016930.8820057,2018,10,20 Octubre,26,5 Viernes,19
bitcoin,2018-10-27 19:00:00,6457.058635186671,111998326691.92026,2383295890.5582404,2018,10,20 Octubre,27,6 Sábado,19
bitcoin,2018-10-28 19:00:00,6481.323141667608,112422008134.01062,2065446088.788402,2018,10,20 Octubre,28,7 Domingo,19
bitcoin,2018-10-29 19:00:00,6292.6479239344,109167179052.3813,3631795693.013341,2018,10,20 Octubre,29,1 Lunes,19
bitcoin,2018-10-30 19:00:00,6331.781807909807,109890575608.10541,1962209613.9889975,2018,10,20 Octubre,30,2 Martes,19
bitcoin,2018-10-31 19:00:00,6366.720109554257,110487418903.24472,2042670545.032488,2018,10,20 Octubre,31,3 Miércoles,19
bitcoin,2018-11-01 19:00:00,6379.972972168429,110896563654.92197,2922702484.006447,2018,11,21 Noviembre,1,4 Jueves,19
bitcoin,2018-11-02 19:00:00,6425.4415830402095,111528929052.5205,2675454291.399585,2018,11,21 Noviembre,2,5 Viernes,19
bitcoin,2018-11-03 19:00:00,6388.1897883073725,110888814023.684,2582446886.6230755,2018,11,21 Noviembre,3,6 Sábado,19
bitcoin,2018-11-04 19:00:00,6351.061941056285,110241536216.1873,3198297931.7470818,2018,11,21 Noviembre,4,7 Domingo,19
bitcoin,2018-11-05 19:00:00,6415.443408541094,111383003826.06792,3213571991.0860043,2018,11,21 Noviembre,5,1 Lunes,19
bitcoin,2018-11-06 19:00:00,6474.847290336688,112347500910.42685,3408876943.8566713,2018,11,21 Noviembre,6,2 Martes,19
bitcoin,2018-11-07 19:00:00,6574.801180290013,113943582818.14384,3120683820.785003,2018,11,21 Noviembre,7,3 Miércoles,19
bitcoin,2018-11-08 19:00:00,6490.454730761757,112723294658.02623,2402484611.4646854,2018,11,21 Noviembre,8,4 Jueves,19
bitcoin,2018-11-09 19:00:00,6413.78203857173,111440702127.79549,2707057000.4786224,2018,11,21 Noviembre,9,5 Viernes,19
bitcoin,2018-11-10 19:00:00,6429.898792074219,111308110603.00995,1672332107.6089764,2018,11,21 Noviembre,10,6 Sábado,19
bitcoin,2018-11-11 19:00:00,6434.2845969255495,111773252086.90735,2943678893.5684266,2018,11,21 Noviembre,11,7 Domingo,19
bitcoin,2018-11-12 19:00:00,6411.353436205148,111385885801.71518,2651674690.982871,2018,11,21 Noviembre,12,1 Lunes,19
bitcoin,2018-11-13 19:00:00,6394.289276264062,111126759494.65367,2890964719.217386,2018,11,21 Noviembre,13,2 Martes,19
bitcoin,2018-11-14 19:00:00,5788.612494046974,100585460320.22012,5690409836.804629,2018,11,21 Noviembre,14,3 Miércoles,19
bitcoin,2018-11-15 19:00:00,5686.541131058274,98829079080.72421,4981978552.514329,2018,11,21 Noviembre,15,4 Jueves,19
bitcoin,2018-11-16 19:00:00,5609.956182334204,97344067023.98213,3236633357.0467114,2018,11,21 Noviembre,16,5 Viernes,19
bitcoin,2018-11-17 19:00:00,5599.1915956893035,97299989131.4034,2525819291.4931545,2018,11,21 Noviembre,17,6 Sábado,19
bitcoin,2018-11-18 19:00:00,5638.861481452398,98118875508.37688,2422604400.7507744,2018,11,21 Noviembre,18,7 Domingo,19
bitcoin,2018-11-19 19:00:00,4889.197859239111,85228342224.35999,6126269575.232113,2018,11,21 Noviembre,19,1 Lunes,19
bitcoin,2018-11-20 19:00:00,4450.711454417822,76601948314.49545,6314969584.020993,2018,11,21 Noviembre,20,2 Martes,19
bitcoin,2018-11-21 19:00:00,4613.44841218385,80360705527.42929,4321511764.357207,2018,11,21 Noviembre,21,3 Miércoles,19
bitcoin,2018-11-22 19:00:00,4307.388731717267,75518575145.29533,3055231902.513544,2018,11,21 Noviembre,22,4 Jueves,19
bitcoin,2018-11-23 19:00:00,4376.904946801552,76120308175.56718,3520222575.53617,2018,11,21 Noviembre,23,5 Viernes,19
bitcoin,2018-11-24 19:00:00,3895.8368129589876,67756132282.086784,3115187178.442392,2018,11,21 Noviembre,24,6 Sábado,19
bitcoin,2018-11-25 19:00:00,4039.836551137432,70327984591.03267,5226773378.179892,2018,11,21 Noviembre,25,7 Domingo,19
bitcoin,2018-11-26 19:00:00,3811.9235292664935,66796155268.6834,4652103083.720623,2018,11,21 Noviembre,26,1 Lunes,19
bitcoin,2018-11-27 19:00:00,3832.92451590069,66811830848.48212,4050028039.1486397,2018,11,21 Noviembre,27,2 Martes,19
bitcoin,2018-11-28 19:00:00,4267.243628990657,74381953561.03812,4973628807.699461,2018,11,21 Noviembre,28,3 Miércoles,19
bitcoin,2018-11-29 19:00:00,4279.475592548712,74400715839.6163,4313265392.487118,2018,11,21 Noviembre,29,4 Jueves,19
bitcoin,2018-11-30 19:00:00,4009.6895798259993,69715049461.01839,4007783472.5882053,2018,11,21 Noviembre,30,5 Viernes,19
bitcoin,2018-12-01 19:00:00,4189.573822999859,73075855208.30002,3183894471.4847646,2018,12,22 Diciembre,1,6 Sábado,19
bitcoin,2018-12-02 19:00:00,4124.593548643215,71784475615.70909,3242289555.8219714,2018,12,22 Diciembre,2,7 Domingo,19
bitcoin,2018-12-03 19:00:00,3878.8392347832714,67489136960.41757,3128854932.5753694,2018,12,22 Diciembre,3,1 Lunes,19
bitcoin,2018-12-04 19:00:00,3943.6928120656007,68592152288.353745,3255899964.55098,2018,12,22 Diciembre,4,2 Martes,19
bitcoin,2018-12-05 19:00:00,3751.691966395661,65355774058.35723,3020004368.112703,2018,12,22 Diciembre,5,3 Miércoles,19
bitcoin,2018-12-06 19:00:00,3466.763863771732,60357918912.004555,3672494312.3177876,2018,12,22 Diciembre,6,4 Jueves,19
bitcoin,2018-12-07 19:00:00,3408.5236170431267,59348913269.876625,5243194483.926532,2018,12,22 Diciembre,7,5 Viernes,19
bitcoin,2018-12-08 19:00:00,3424.7058606626006,59526617773.597786,3430203804.247037,2018,12,22 Diciembre,8,6 Sábado,19
bitcoin,2018-12-09 19:00:00,3550.546433896889,61832986280.19322,2938443353.811616,2018,12,22 Diciembre,9,7 Domingo,19
bitcoin,2018-12-10 19:00:00,3433.8084404312785,59805353928.82642,2614506143.32925,2018,12,22 Diciembre,10,1 Lunes,19
bitcoin,2018-12-11 19:00:00,3378.808778413106,58852767064.15517,2720740076.8003125,2018,12,22 Diciembre,11,2 Martes,19
bitcoin,2018-12-12 19:00:00,3438.1000735289817,59878323499.6965,2552041789.9907007,2018,12,22 Diciembre,12,3 Miércoles,19
bitcoin,2018-12-13 19:00:00,3294.636156545267,57318285688.441795,2620531732.8481603,2018,12,22 Diciembre,13,4 Jueves,19
bitcoin,2018-12-14 19:00:00,3216.6271499079407,55998515509.38865,2663819604.586118,2018,12,22 Diciembre,14,5 Viernes,19
bitcoin,2018-12-15 19:00:00,3221.9762037129963,56171263934.47407,2103029919.7436218,2018,12,22 Diciembre,15,6 Sábado,19
bitcoin,2018-12-16 19:00:00,3217.0468349697426,56050483689.82096,1972663570.3920543,2018,12,22 Diciembre,16,7 Domingo,19
bitcoin,2018-12-17 19:00:00,3506.2170132794818,61143447505.005135,3421249875.3626423,2018,12,22 Diciembre,17,1 Lunes,19
bitcoin,2018-12-18 19:00:00,3655.775045729801,63720433230.19886,3898845061.80057,2018,12,22 Diciembre,18,2 Martes,19
bitcoin,2018-12-19 19:00:00,3687.750553192723,64363548271.279076,4721562503.691853,2018,12,22 Diciembre,19,3 Miércoles,19
bitcoin,2018-12-20 19:00:00,4065.097238010126,70578857837.00003,6126325232.95458,2018,12,22 Diciembre,20,4 Jueves,19
bitcoin,2018-12-21 19:00:00,3846.2274979885774,67118181896.86795,4813606168.926531,2018,12,22 Diciembre,21,5 Viernes,19
bitcoin,2018-12-22 19:00:00,3960.567773408038,68846085704.00443,3568245607.7466927,2018,12,22 Diciembre,22,6 Sábado,19
bitcoin,2018-12-23 19:00:00,3941.617740158326,68680118909.38707,3514437242.642075,2018,12,22 Diciembre,23,7 Domingo,19
bitcoin,2018-12-24 19:00:00,4021.990255345401,70266326465.44417,5022191528.110896,2018,12,22 Diciembre,24,1 Lunes,19
bitcoin,2018-12-25 19:00:00,3759.1784268965694,65350104373.41374,4189084247.453542,2018,12,22 Diciembre,25,2 Martes,19
bitcoin,2018-12-26 19:00:00,3781.613081593353,65972460015.27494,3568561115.8269877,2018,12,22 Diciembre,26,3 Miércoles,19
bitcoin,2018-12-27 19:00:00,3587.703880138819,62808667853.73499,3386167814.2749724,2018,12,22 Diciembre,27,4 Jueves,19
bitcoin,2018-12-28 19:00:00,3854.4210969825917,67263083067.33795,3561935968.9151506,2018,12,22 Diciembre,28,5 Viernes,19
bitcoin,2018-12-29 19:00:00,3778.193939889601,66838758054.14169,3031003209.033743,2018,12,22 Diciembre,29,6 Sábado,19
bitcoin,2018-12-30 19:00:00,3809.7282286410905,66494185030.58888,3109685385.4562902,2018,12,22 Diciembre,30,7 Domingo,19
bitcoin,2018-12-31 19:00:00,3692.5315655246986,64422635599.72896,2991427568.3035398,2018,12,22 Diciembre,31,1 Lunes,19
bitcoin,2019-01-01 19:00:00,3794.2642537397164,66188448932.14009,2689877851.31483,2019,1,01 Enero,1,2 Martes,19
bitcoin,2019-01-02 19:00:00,3872.1721842228935,67643304990.47443,3263469039.3230205,2019,1,01 Enero,2,3 Miércoles,19
bitcoin,2019-01-03 19:00:00,3776.525807694106,65922288582.921715,2261199754.98875,2019,1,01 Enero,3,4 Jueves,19
bitcoin,2019-01-04 19:00:00,3815.268079882635,66650769533.12984,2950054796.0741415,2019,1,01 Enero,4,5 Viernes,19
bitcoin,2019-01-05 19:00:00,3787.3078571242845,66070973627.255455,2763831883.889694,2019,1,01 Enero,5,6 Sábado,19
bitcoin,2019-01-06 19:00:00,4013.5200912973864,70084169300.15211,3435733235.508936,2019,1,01 Enero,6,7 Domingo,19
bitcoin,2019-01-07 19:00:00,3989.6687175387638,69602133073.71902,3360163853.3972144,2019,1,01 Enero,7,1 Lunes,19
bitcoin,2019-01-08 19:00:00,3973.5912546157865,69418693910.45465,3482430797.632785,2019,1,01 Enero,8,2 Martes,19
bitcoin,2019-01-09 19:00:00,3982.2259127624075,69609283899.19995,3230523440.813054,2019,1,01 Enero,9,3 Miércoles,19
bitcoin,2019-01-10 19:00:00,3623.8477291056797,63326376681.34885,4144535969.992497,2019,1,01 Enero,10,4 Jueves,19
bitcoin,2019-01-11 19:00:00,3632.849306434781,63121578243.94881,3263342032.794205,2019,1,01 Enero,11,5 Viernes,19
bitcoin,2019-01-12 19:00:00,3598.4363465618803,62924488425.99548,2456062889.7924027,2019,1,01 Enero,12,6 Sábado,19
bitcoin,2019-01-13 19:00:00,3495.832311307438,61050348901.5798,2675674829.818869,2019,1,01 Enero,13,7 Domingo,19
bitcoin,2019-01-14 19:00:00,3648.04828565649,63758350560.63251,3101461657.547051,2019,1,01 Enero,14,1 Lunes,19
bitcoin,2019-01-15 19:00:00,3567.801243199206,62348810149.49811,2953789408.2270346,2019,1,01 Enero,15,2 Martes,19
bitcoin,2019-01-16 19:00:00,3597.6473233295915,62969304894.27945,2753646523.928816,2019,1,01 Enero,16,3 Miércoles,19
bitcoin,2019-01-17 19:00:00,3620.9812811457246,63320099663.395294,3049367561.0957274,2019,1,01 Enero,17,4 Jueves,19
bitcoin,2019-01-18 19:00:00,3597.7932517701506,62898826371.85565,2649449860.3668847,2019,1,01 Enero,18,5 Viernes,19
bitcoin,2019-01-19 19:00:00,3674.587270857304,64269861567.8863,2766880413.283615,2019,1,01 Enero,19,6 Sábado,19
bitcoin,2019-01-20 19:00:00,3539.167531041029,61969431896.71978,2940644468.975576,2019,1,01 Enero,20,7 Domingo,19
bitcoin,2019-01-21 19:00:00,3531.004182799933,61784404483.04622,2561594564.573847,2019,1,01 Enero,21,1 Lunes,19
bitcoin,2019-01-22 19:00:00,3571.2669080928695,62482350133.95662,2718371971.9030104,2019,1,01 Enero,22,2 Martes,19
bitcoin,2019-01-23 19:00:00,3555.7000025226243,62216525710.040085,2663764215.2983246,2019,1,01 Enero,23,3 Miércoles,19
bitcoin,2019-01-24 19:00:00,3565.6420046170365,62397665388.19675,2514079887.672157,2019,1,01 Enero,24,4 Jueves,19
bitcoin,2019-01-25 19:00:00,3564.822417111422,62386316357.47355,2582590473.407218,2019,1,01 Enero,25,5 Viernes,19
bitcoin,2019-01-26 19:00:00,3563.614563419144,62374968460.904976,2548165746.089901,2019,1,01 Enero,26,6 Sábado,19
bitcoin,2019-01-27 19:00:00,3553.121681129778,62192208387.693,2882787006.773549,2019,1,01 Enero,27,7 Domingo,19
bitcoin,2019-01-28 19:00:00,3432.215668301249,60087154448.40433,3445780457.599724,2019,1,01 Enero,28,1 Lunes,19
bitcoin,2019-01-29 19:00:00,3413.3754832497975,59768195291.00078,4865613085.112716,2019,1,01 Enero,29,2 Martes,19
bitcoin,2019-01-30 19:00:00,3457.8826491759864,60555372963.791016,4973814467.106895,2019,1,01 Enero,30,3 Miércoles,19
bitcoin,2019-01-31 19:00:00,3431.943637864456,60101226569.37371,4330022381.196439,2019,1,01 Enero,31,4 Jueves,19
bitcoin,2019-02-01 19:00:00,3464.490147562154,60678990333.1717,3765731026.2153797,2019,2,02 Febrero,1,5 Viernes,19
bitcoin,2019-02-02 19:00:00,3486.581616258029,61071179758.435844,3310421843.82123,2019,2,02 Febrero,2,6 Sábado,19
bitcoin,2019-02-03 19:00:00,3454.025843825187,60524138032.473946,2375918195.082078,2019,2,02 Febrero,3,7 Domingo,19
bitcoin,2019-02-04 19:00:00,3464.003508861087,60723961265.783615,4454914648.715065,2019,2,02 Febrero,4,1 Lunes,19
bitcoin,2019-02-05 19:00:00,3469.8946770792636,60825168548.915,3653777871.7193217,2019,2,02 Febrero,5,2 Martes,19
bitcoin,2019-02-06 19:00:00,3405.836861256719,59682137962.35292,4211212356.0140643,2019,2,02 Febrero,6,3 Miércoles,19
bitcoin,2019-02-07 19:00:00,3394.0146529587223,59482397752.99235,3297274818.3709226,2019,2,02 Febrero,7,4 Jueves,19
bitcoin,2019-02-08 19:00:00,3664.2821026589836,64226481382.1611,6293135761.36397,2019,2,02 Febrero,8,5 Viernes,19
bitcoin,2019-02-09 19:00:00,3667.4082642899566,64286029202.05369,4883557856.511256,2019,2,02 Febrero,9,6 Sábado,19
bitcoin,2019-02-10 19:00:00,3675.6916291247258,64439836442.25577,5081021129.885805,2019,2,02 Febrero,10,7 Domingo,19
bitcoin,2019-02-11 19:00:00,3631.444539729949,63670312531.29947,5446022475.782068,2019,2,02 Febrero,11,1 Lunes,19
bitcoin,2019-02-12 19:00:00,3633.9650467461183,63712841387.27635,5532706261.952275,2019,2,02 Febrero,12,2 Martes,19
bitcoin,2019-02-13 19:00:00,3610.0622730634022,63267872020.65663,5635612273.288616,2019,2,02 Febrero,13,3 Miércoles,19
bitcoin,2019-02-14 19:00:00,3589.661829626318,62991824523.89914,11971659893.345224,2019,2,02 Febrero,14,4 Jueves,19
bitcoin,2019-02-15 19:00:00,3601.2291913968643,63165603231.85129,4506367416.966915,2019,2,02 Febrero,15,5 Viernes,19
bitcoin,2019-02-16 19:00:00,3622.5916530750715,63547140519.07759,4019925054.643214,2019,2,02 Febrero,16,6 Sábado,19
bitcoin,2019-02-17 19:00:00,3665.075530800723,64383522064.40136,4945386865.287532,2019,2,02 Febrero,17,7 Domingo,19
bitcoin,2019-02-18 19:00:00,3886.5202004751386,68147457622.522125,9588927258.746943,2019,2,02 Febrero,18,1 Lunes,19
bitcoin,2019-02-19 19:00:00,3915.0099712770552,68719418872.04398,5969708630.056735,2019,2,02 Febrero,19,2 Martes,19
bitcoin,2019-02-20 19:00:00,3976.808906528991,69790459105.50142,6377580055.125392,2019,2,02 Febrero,20,3 Miércoles,19
bitcoin,2019-02-21 19:00:00,3934.813593894817,69059468752.51183,6838246918.228343,2019,2,02 Febrero,21,4 Jueves,19
bitcoin,2019-02-22 19:00:00,3973.6413227746357,69748877117.19371,5999302845.797907,2019,2,02 Febrero,22,5 Viernes,19
bitcoin,2019-02-23 19:00:00,4115.3379267876635,72266544791.73584,8493566414.707253,2019,2,02 Febrero,23,6 Sábado,19
bitcoin,2019-02-24 19:00:00,3742.868946700387,66108588220.39571,11112465191.137722,2019,2,02 Febrero,24,7 Domingo,19
bitcoin,2019-02-25 19:00:00,3824.683504217102,67154603799.94677,9049456993.516651,2019,2,02 Febrero,25,1 Lunes,19
bitcoin,2019-02-26 19:00:00,3809.209774682024,66890485485.37128,2992667601.164757,2019,2,02 Febrero,26,2 Martes,19
bitcoin,2019-02-27 19:00:00,3813.377891881294,67155912259.18905,7731184275.9768505,2019,2,02 Febrero,27,3 Miércoles,19
bitcoin,2019-02-28 19:00:00,3815.6076075249844,67016664287.2375,7627783000.608827,2019,2,02 Febrero,28,4 Jueves,19
bitcoin,2019-03-01 19:00:00,3815.753939922755,67085713233.78275,5524886886.074838,2019,3,03 Marzo,1,5 Viernes,19
bitcoin,2019-03-02 19:00:00,3819.645730582585,67101767698.901596,3291046239.4080496,2019,3,03 Marzo,2,6 Sábado,19
bitcoin,2019-03-03 19:00:00,3806.9542737979564,66885712070.35212,6749676086.649796,2019,3,03 Marzo,3,7 Domingo,19
bitcoin,2019-03-04 19:00:00,3712.812457297799,65238057881.55198,3608196680.9514556,2019,3,03 Marzo,4,1 Lunes,19
bitcoin,2019-03-05 19:00:00,3852.461665785486,67733767403.2078,9088065055.193892,2019,3,03 Marzo,5,2 Martes,19
bitcoin,2019-03-06 19:00:00,3860.510762380684,67888909504.19791,8477459044.147217,2019,3,03 Marzo,6,3 Miércoles,19
bitcoin,2019-03-07 19:00:00,3871.637247965991,68020879276.31612,6098011809.539175,2019,3,03 Marzo,7,4 Jueves,19
bitcoin,2019-03-08 19:00:00,3861.879307396147,67914021946.078575,9387592412.254822,2019,3,03 Marzo,8,5 Viernes,19
bitcoin,2019-03-09 19:00:00,3941.600873271771,69292799411.19722,8968209821.64562,2019,3,03 Marzo,9,6 Sábado,19
bitcoin,2019-03-10 19:00:00,3923.559788806432,68962957216.01791,8576340543.966685,2019,3,03 Marzo,10,7 Domingo,19
bitcoin,2019-03-11 19:00:00,3860.3592300287123,67983966610.10971,6459945402.485972,2019,3,03 Marzo,11,1 Lunes,19
bitcoin,2019-03-12 19:00:00,3876.480852754649,68203157396.32404,8326845840.668451,2019,3,03 Marzo,12,2 Martes,19
bitcoin,2019-03-13 19:00:00,3865.817782663389,67968370343.91208,7240802846.749305,2019,3,03 Marzo,13,3 Miércoles,19
bitcoin,2019-03-14 19:00:00,3876.6987080329527,68177693410.06057,8610482287.345255,2019,3,03 Marzo,14,4 Jueves,19
bitcoin,2019-03-15 19:00:00,3925.460579704576,69031558676.15643,8157372614.811613,2019,3,03 Marzo,15,5 Viernes,19
bitcoin,2019-03-16 19:00:00,4007.709463818873,70497099778.1464,8463266884.802993,2019,3,03 Marzo,16,6 Sábado,19
bitcoin,2019-03-17 19:00:00,3980.9901047320204,70051219293.32379,6533306536.989777,2019,3,03 Marzo,17,7 Domingo,19
bitcoin,2019-03-18 19:00:00,3986.7068940461468,70152235369.2381,7639543944.601985,2019,3,03 Marzo,18,1 Lunes,19
bitcoin,2019-03-19 19:00:00,4013.5769693454813,70618508801.77231,7503839510.974511,2019,3,03 Marzo,19,2 Martes,19
bitcoin,2019-03-20 19:00:00,4045.57263350974,71208656536.95811,9137227916.145353,2019,3,03 Marzo,20,3 Miércoles,19
